country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
Africa,Sugar Cane,Rainy Season,59.8,2021.319944342794,87.08,64.51
Germany,Plam Oil,Winter,74.79,2021.2759003469669,80.76,28.22
Australia,Apples,Fall,57.77,2020.1697107493073,44.43,63.27
China,Cotton,Fall,64.94,2020.9760434968773,22.21,80.57
United States,Paddy,Rainy Season,33.8,2020.2215605981846,46.92,54.36
Germany,Sugar Cane,Spring,17.69,2021.6427642357153,58.58,89.37
Germany,Sugar Cane,Fall,77.02,2020.9016076273526,62.35,76.35
France,Plam Oil,Rainy Season,82.29,2021.5213253504005,91.99,69.5
China,Sugar Cane,Winter,91.44,2020.591260036404,85.69,39.67
France,Paddy,Summer,22.0,2020.1086205886781,84.36,63.92
Germany,Sugar Cane,Fall,58.53,2020.8733684101937,79.74,21.2
Australia,Apples,Fall,18.93,2021.1993018506982,71.44,59.63
France,Maze,Summer,87.01,2020.1360601059573,46.34,66.4
Africa,Sugar Cane,Spring,40.03,2021.3395144999936,15.76,62.2
Australia,Cotton,Rainy Season,30.39,2020.0237064716398,11.48,12.82
China,Plam Oil,Fall,12.96,2020.7459074376327,88.25,20.66
Australia,Apples,Fall,26.01,2021.7510614823816,89.98,77.69
Africa,Maze,Spring,83.7,2020.192232878692,21.42,12.7
Africa,Sugar Cane,Winter,59.27,2021.4549792389425,16.87,74.78
India,Maze,Spring,66.59,2021.3921298995072,15.74,26.7
United States,Maze,Winter,90.28,2021.8185599089315,48.93,46.74
Germany,Wheat,Rainy Season,39.36,2020.3681016202738,59.06,12.04
United States,Paddy,Winter,49.51,2020.0246565377934,90.35,69.12
China,Cotton,Winter,21.25,2020.9506216444813,17.09,83.55
China,Wheat,Summer,59.25,2020.4205194038975,28.58,81.51
India,Plam Oil,Fall,38.81,2021.7265246967488,12.54,45.63
Germany,Wheat,Summer,46.4,2021.0014573036954,70.26,45.04
Australia,Apples,Spring,42.14,2020.4951026549147,33.37,58.34
France,Plam Oil,Summer,70.91,2021.695416379924,61.97,40.09
India,Paddy,Summer,41.45,2021.001085639551,28.11,20.91
France,Wheat,Winter,16.87,2020.4083536834364,58.27,57.27
India,Paddy,Winter,82.12,2021.0747270927209,27.84,72.63
China,Sugar Cane,Rainy Season,26.26,2021.4507836105358,45.91,63.05
United States,Sugar Cane,Winter,76.63,2020.4261986303343,91.49,66.76
United States,Apples,Rainy Season,11.52,2021.3965078928404,28.13,35.72
Africa,Wheat,Fall,55.57,2020.8064408977773,10.25,60.65
China,Cotton,Spring,14.76,2021.9171421850233,82.03,77.8
Germany,Cotton,Summer,32.31,2020.6263072030897,26.65,51.27
India,Paddy,Winter,42.12,2021.3854079077896,93.14,78.23
Germany,Maze,Rainy Season,16.97,2020.090178463983,30.03,74.78
France,Sugar Cane,Spring,47.45,2020.2100262407164,81.71,64.5
China,Apples,Spring,39.18,2021.2848087411257,23.42,91.79
Australia,Apples,Fall,91.97,2021.6258303113702,36.16,30.23
India,Apples,Rainy Season,55.89,2020.4321407446948,23.03,67.96
United States,Wheat,Summer,67.09,2021.8936577052716,53.5,77.15
United States,Apples,Winter,85.04,2020.2931075958477,47.21,25.85
United States,Sugar Cane,Rainy Season,54.52,2020.5691478707897,74.35,54.57
France,Sugar Cane,Fall,71.85,2021.9349286773308,67.61,74.56
Germany,Maze,Winter,89.52,2021.2570852098993,86.05,16.67
India,Wheat,Spring,86.72,2021.6903477325818,64.08,15.14
China,Sugar Cane,Summer,87.77,2020.1479456065333,49.23,85.65
Australia,Plam Oil,Summer,34.23,2020.4824746849756,80.96,77.58
India,Maze,Summer,33.62,2021.980147788754,37.84,88.92
United States,Paddy,Spring,18.98,2020.639007643205,16.26,82.37
Germany,Sugar Cane,Fall,66.4,2020.8946263192006,19.4,64.77
Africa,Wheat,Summer,79.59,2021.6911674657206,57.86,76.51
India,Cotton,Summer,54.51,2021.7616865723594,39.56,48.35
China,Wheat,Spring,20.32,2020.6695871103557,86.01,58.18
Australia,Paddy,Winter,83.74,2021.1169054217273,13.62,18.88
Africa,Apples,Summer,50.5,2020.5979157383822,64.43,81.86
India,Wheat,Summer,92.92,2021.0653086178056,22.67,37.14
India,Apples,Summer,35.94,2020.0696306513323,41.73,54.47
France,Maze,Fall,92.19,2021.598061507872,41.03,87.63
United States,Plam Oil,Fall,34.46,2021.1379708048426,90.1,45.52
Africa,Plam Oil,Summer,74.65,2020.6622876075153,75.37,77.4
India,Apples,Rainy Season,20.74,2020.242068698967,62.34,83.5
Germany,Cotton,Winter,75.52,2021.7148210549292,11.64,19.17
India,Apples,Summer,20.98,2020.634859821926,70.01,47.86
Germany,Apples,Fall,42.6,2020.0172769820301,15.83,77.77
United States,Apples,Rainy Season,32.74,2021.7945109852312,16.47,43.17
Germany,Sugar Cane,Spring,47.37,2021.2878203405498,25.95,85.62
Australia,Wheat,Winter,41.11,2020.7315617960733,10.26,59.48
India,Cotton,Spring,11.52,2021.5393099140297,77.24,16.39
India,Wheat,Summer,13.78,2021.9520767681254,90.11,54.51
India,Cotton,Summer,12.14,2020.5170309483642,60.34,90.49
Australia,Sugar Cane,Spring,68.46,2020.9789706859897,16.59,66.73
United States,Cotton,Winter,23.89,2020.240739760393,43.58,52.78
United States,Maze,Spring,56.4,2020.8669792745259,53.0,32.07
India,Wheat,Spring,19.79,2020.1720564984444,44.93,56.17
Germany,Wheat,Spring,41.56,2020.1869220865228,64.64,19.85
Germany,Paddy,Summer,14.25,2020.5533776347543,27.85,80.24
India,Cotton,Spring,30.07,2021.26896979177,57.06,56.83
Australia,Cotton,Summer,62.47,2020.726610362575,92.13,75.11
India,Maze,Fall,10.54,2020.8458277931688,27.4,13.17
Australia,Plam Oil,Fall,78.51,2021.7874007281234,71.61,11.47
France,Plam Oil,Summer,48.97,2020.0236357787574,23.64,43.22
India,Plam Oil,Spring,91.65,2020.5584524472406,34.13,30.61
India,Maze,Fall,70.11,2021.2441832189431,26.11,57.07
Germany,Cotton,Rainy Season,20.79,2020.9791787992983,36.27,11.8
United States,Apples,Fall,72.08,2021.6083964082936,63.4,35.73
India,Paddy,Winter,27.47,2020.626594248859,35.86,21.23
Australia,Sugar Cane,Fall,49.87,2021.2478256699444,49.22,72.43
Germany,Paddy,Fall,84.47,2020.912559366371,72.11,37.46
Germany,Plam Oil,Winter,58.37,2020.0566538557011,59.86,33.69
United States,Apples,Fall,64.77,2020.3237006657287,70.15,45.7
Africa,Wheat,Fall,53.3,2020.1965848931873,83.01,61.48
India,Maze,Summer,20.52,2020.7479756625537,55.25,42.72
United States,Sugar Cane,Fall,16.1,2021.0903310571734,33.12,46.41
Australia,Sugar Cane,Summer,66.02,2021.9923428093255,60.29,73.2
China,Maze,Fall,57.18,2021.3896209429613,34.6,24.07
India,Apples,Rainy Season,66.91,2021.1140918402248,68.01,42.6
United States,Wheat,Fall,67.67,2020.1175163536052,42.23,55.54
United States,Cotton,Spring,30.76,2020.1732336379669,28.62,83.89
India,Wheat,Summer,65.11,2021.7329854704521,50.83,48.16
India,Cotton,Fall,58.02,2020.8640387199,76.01,27.49
Germany,Cotton,Rainy Season,32.16,2021.2010624142792,27.83,29.3
China,Apples,Summer,83.4,2020.7034923637782,71.39,86.94
China,Cotton,Rainy Season,81.1,2021.65132996691,53.1,12.63
Australia,Paddy,Rainy Season,45.24,2021.8355626434334,63.67,86.63
China,Wheat,Rainy Season,30.06,2020.1886670991528,77.23,61.91
Germany,Plam Oil,Summer,11.68,2021.1553976865148,33.96,15.83
China,Plam Oil,Rainy Season,70.94,2021.5759003505161,27.66,20.75
United States,Paddy,Summer,60.99,2020.0045936036895,24.54,25.67
United States,Apples,Spring,70.21,2021.608422325637,67.41,64.72
China,Cotton,Fall,21.27,2020.8954235893686,33.77,38.5
India,Wheat,Fall,67.67,2021.0980578423394,27.65,22.5
India,Cotton,Rainy Season,17.46,2021.5064759669642,75.77,44.88
China,Paddy,Summer,31.92,2020.729302817544,90.12,13.06
Germany,Apples,Winter,66.81,2021.255280702317,12.51,73.65
Germany,Apples,Winter,50.02,2020.919143414944,85.9,52.08
United States,Sugar Cane,Spring,13.66,2021.462213365338,25.46,60.54
France,Sugar Cane,Spring,83.09,2021.6431367048897,23.81,88.59
Africa,Paddy,Rainy Season,63.8,2020.3431501163707,20.07,59.74
Germany,Paddy,Rainy Season,66.72,2020.5971599293616,78.3,34.65
China,Sugar Cane,Summer,88.03,2021.7101191432323,54.43,16.39
Australia,Wheat,Fall,63.61,2021.8634058701027,22.56,41.22
India,Wheat,Spring,18.53,2020.9084140122432,16.61,65.86
China,Paddy,Spring,16.85,2020.5020215829434,17.04,31.1
France,Plam Oil,Spring,14.83,2020.4584972586488,51.74,31.14
Australia,Plam Oil,Fall,59.65,2020.2450404113256,31.76,32.4
China,Paddy,Winter,19.79,2020.7029794213015,30.09,17.11
Africa,Maze,Summer,31.43,2020.5999414109206,45.9,70.18
Africa,Plam Oil,Fall,60.25,2021.370092477228,57.06,53.08
India,Plam Oil,Winter,93.19,2021.0059474225714,51.06,45.51
India,Wheat,Spring,12.57,2020.732031007579,67.2,75.09
France,Maze,Winter,82.46,2021.6482702765368,48.0,46.19
Africa,Wheat,Rainy Season,25.24,2020.0701194068818,75.46,36.34
China,Sugar Cane,Fall,54.56,2021.5366171199746,16.35,55.5
United States,Apples,Rainy Season,10.96,2020.6149179145907,59.38,63.49
Africa,Plam Oil,Spring,46.92,2021.713408108745,66.94,18.69
United States,Cotton,Winter,59.11,2020.4525496163126,10.89,67.28
France,Wheat,Rainy Season,38.82,2020.038091727226,83.18,31.87
Africa,Apples,Winter,74.36,2021.8256965057283,72.8,55.53
United States,Paddy,Rainy Season,86.91,2021.6170849617797,25.1,92.65
China,Plam Oil,Rainy Season,59.94,2021.020691286245,34.09,67.99
Australia,Maze,Summer,66.9,2020.8096672772908,11.53,89.31
United States,Sugar Cane,Spring,11.06,2020.4988348375962,53.9,75.6
France,Apples,Spring,81.95,2020.2353801447823,17.11,66.77
United States,Wheat,Summer,23.26,2020.1238885060081,20.63,31.53
China,Cotton,Spring,75.59,2020.6807640082295,11.96,46.12
United States,Maze,Winter,66.71,2021.4064816418122,24.18,10.51
China,Maze,Winter,59.65,2021.7252205769976,39.95,78.44
India,Apples,Summer,17.16,2021.9677053772932,18.79,54.55
India,Apples,Winter,14.57,2020.3380361236445,20.43,67.02
India,Paddy,Winter,53.69,2020.4934959889322,57.18,45.92
United States,Plam Oil,Summer,48.24,2021.1140112325568,92.59,92.65
United States,Cotton,Rainy Season,52.76,2021.9249161280172,39.56,82.71
Africa,Wheat,Spring,33.31,2021.5109503020308,13.36,67.12
United States,Plam Oil,Summer,13.14,2020.8500978747215,14.29,23.6
India,Plam Oil,Rainy Season,52.81,2021.858651276993,36.62,88.45
Germany,Sugar Cane,Summer,49.34,2020.3311013711839,76.35,21.96
India,Cotton,Fall,10.47,2021.204818684152,36.48,91.48
China,Paddy,Winter,79.7,2020.6165191619068,74.05,78.11
France,Sugar Cane,Winter,64.01,2021.4577253787922,38.76,42.01
France,Wheat,Rainy Season,52.16,2021.846641001763,57.52,37.0
China,Plam Oil,Summer,35.82,2021.239176633147,57.87,39.13
Australia,Apples,Rainy Season,10.26,2021.755516973734,21.69,23.08
United States,Cotton,Winter,84.44,2020.651888147926,43.08,15.99
India,Sugar Cane,Spring,80.09,2021.5053147721683,21.35,30.25
Africa,Plam Oil,Spring,42.22,2021.1587913793069,14.01,23.88
Australia,Apples,Fall,54.6,2021.2251274142372,92.41,60.92
India,Paddy,Rainy Season,22.68,2020.8729616771236,85.26,13.16
Australia,Paddy,Winter,90.88,2021.1295850597276,18.23,36.36
Australia,Plam Oil,Winter,48.38,2021.963014021066,85.14,48.7
Africa,Plam Oil,Summer,74.78,2020.8172755511994,75.67,60.48
Australia,Apples,Rainy Season,60.22,2021.9840227915865,12.34,14.87
Australia,Apples,Spring,21.97,2020.5509380037468,54.14,35.99
China,Cotton,Rainy Season,29.46,2021.7014321450565,23.34,61.08
France,Wheat,Rainy Season,29.1,2021.232339600696,89.02,56.13
China,Wheat,Summer,39.27,2021.9500811641824,70.99,18.33
Africa,Maze,Spring,81.95,2021.5292011344109,62.04,30.57
Australia,Sugar Cane,Summer,13.54,2021.713216283917,71.19,27.15
Australia,Sugar Cane,Summer,85.84,2020.1129290953381,48.27,83.04
China,Apples,Spring,68.34,2020.6730553003824,16.15,47.2
Australia,Paddy,Rainy Season,14.46,2020.793934760056,23.33,41.17
Africa,Paddy,Winter,33.13,2020.0990106799366,31.14,35.65
India,Cotton,Fall,76.01,2021.8392104772115,63.39,90.32
Australia,Cotton,Fall,47.05,2020.451178042991,72.89,92.66
China,Maze,Spring,58.57,2020.7066319057926,35.2,10.76
Australia,Paddy,Rainy Season,64.79,2021.2329705770012,43.48,47.98
China,Sugar Cane,Winter,11.93,2021.653634642323,37.49,35.82
China,Sugar Cane,Fall,75.14,2021.5184064222951,91.4,55.33
India,Wheat,Summer,12.49,2021.3471691411194,54.09,79.63
Africa,Maze,Winter,20.51,2020.6921809643677,48.03,71.22
France,Sugar Cane,Fall,65.1,2020.9110343426448,29.22,18.83
France,Apples,Fall,76.73,2020.896603522363,44.45,53.46
India,Cotton,Spring,23.96,2020.9583815808255,51.49,92.72
Africa,Wheat,Winter,83.95,2020.3275110234622,20.67,22.78
France,Apples,Rainy Season,72.96,2021.111674312549,40.96,48.74
China,Maze,Fall,19.13,2020.0167476970057,90.42,29.17
Africa,Wheat,Spring,58.6,2020.793975493748,69.98,87.22
China,Paddy,Summer,36.95,2020.8058868117337,71.43,33.84
United States,Sugar Cane,Spring,75.55,2021.7638413840195,47.15,56.55
India,Sugar Cane,Fall,60.66,2021.9239306929035,28.02,72.75
China,Plam Oil,Rainy Season,31.27,2021.7446027204471,44.4,83.91
China,Sugar Cane,Fall,18.97,2021.361339847307,24.49,69.36
Africa,Paddy,Fall,49.71,2021.3622426263566,62.33,38.86
United States,Plam Oil,Rainy Season,55.76,2020.737155103735,32.57,53.45
Germany,Apples,Winter,62.95,2021.5718761529226,25.01,61.27
Germany,Cotton,Spring,21.5,2021.1733700512405,23.05,85.37
United States,Wheat,Fall,38.06,2021.8625925241518,47.53,49.77
United States,Paddy,Spring,33.18,2021.5439806625939,77.59,92.18
Germany,Sugar Cane,Fall,82.22,2020.0746767457365,91.69,63.78
China,Sugar Cane,Winter,45.0,2020.690842390822,81.56,65.89
France,Cotton,Spring,83.67,2021.1035339125533,59.6,63.54
United States,Maze,Winter,78.79,2021.4077727970057,64.09,18.64
France,Wheat,Spring,78.58,2020.5236102356337,61.19,67.74
India,Wheat,Spring,60.23,2021.8084657172603,19.45,60.95
India,Sugar Cane,Winter,13.75,2021.9349944549112,75.81,66.18
United States,Wheat,Winter,19.37,2021.4430784891742,64.96,34.49
France,Plam Oil,Winter,16.01,2020.2405394647471,20.41,21.0
Africa,Paddy,Spring,43.89,2021.5230695465714,80.09,21.7
France,Wheat,Winter,88.71,2021.1316161727796,77.76,92.67
France,Plam Oil,Fall,57.26,2020.818393484645,73.22,86.12
Germany,Sugar Cane,Fall,69.46,2020.0306254844031,83.01,82.15
India,Cotton,Spring,26.44,2021.9962116065544,61.31,83.47
China,Maze,Fall,57.59,2021.4672876419536,44.35,59.07
Australia,Cotton,Rainy Season,31.42,2020.9620350285854,23.55,44.7
United States,Apples,Rainy Season,42.11,2021.2648675418804,58.42,75.88
United States,Wheat,Winter,58.09,2020.138600435462,19.48,86.68
Australia,Apples,Spring,40.44,2021.2925605377293,34.85,29.68
China,Plam Oil,Rainy Season,50.68,2021.382893298044,11.65,80.86
Australia,Sugar Cane,Spring,54.34,2020.3587178724463,82.84,18.49
United States,Cotton,Spring,60.32,2021.6095419433648,37.43,20.17
Germany,Maze,Winter,47.39,2021.1629876998172,15.75,75.44
China,Paddy,Spring,40.34,2021.5642339252581,38.55,33.13
India,Apples,Winter,12.15,2021.0071334511604,16.35,76.95
China,Wheat,Spring,10.28,2020.950935964945,69.43,45.13
France,Plam Oil,Rainy Season,13.5,2021.8276843331548,85.17,77.31
United States,Sugar Cane,Summer,56.32,2020.548007456845,71.96,59.68
United States,Maze,Rainy Season,62.75,2021.5670302799188,24.86,26.4
China,Maze,Rainy Season,14.74,2021.3966233484648,16.53,43.25
France,Maze,Fall,18.91,2020.3793281781886,23.1,25.58
Australia,Plam Oil,Winter,75.15,2020.5611965008184,52.53,27.22
United States,Wheat,Winter,80.31,2021.7029011667953,35.55,86.68
France,Apples,Fall,67.45,2020.8476016700827,87.28,43.08
Germany,Paddy,Winter,39.36,2021.2660601959967,80.58,33.79
India,Sugar Cane,Fall,20.58,2020.802524338447,70.03,93.07
China,Apples,Summer,14.4,2020.3096916147654,78.09,17.09
Africa,Sugar Cane,Winter,35.64,2021.8144170158903,55.08,24.92
China,Maze,Spring,34.73,2021.5389735162266,75.53,34.6
China,Paddy,Winter,20.54,2021.056533841245,64.4,48.84
Australia,Sugar Cane,Winter,80.0,2020.9583488193327,61.23,44.28
Africa,Wheat,Spring,57.98,2021.780722256291,44.22,71.69
Germany,Wheat,Winter,23.69,2020.9956746893247,83.8,85.04
Germany,Cotton,Winter,25.48,2020.0330089011816,15.21,60.1
Africa,Cotton,Spring,63.7,2020.863159716844,27.38,57.57
Australia,Maze,Fall,63.82,2021.2863348484382,21.09,78.6
China,Plam Oil,Winter,52.85,2021.3415941705007,88.07,82.58
France,Maze,Summer,88.05,2021.0155798412086,28.42,29.11
China,Apples,Summer,16.24,2020.3755757441475,34.57,25.28
India,Apples,Fall,55.99,2021.778972826233,46.83,25.19
France,Plam Oil,Rainy Season,77.7,2021.2244631180363,55.6,40.71
France,Sugar Cane,Spring,18.91,2020.8062763817682,17.6,44.26
Australia,Apples,Spring,59.47,2020.0383579070353,85.46,90.34
United States,Apples,Winter,92.55,2020.7000096840868,48.99,89.13
India,Apples,Winter,38.83,2020.4633801445534,21.09,30.79
China,Cotton,Winter,53.45,2021.1333140076865,83.22,31.02
Africa,Sugar Cane,Summer,28.3,2020.5992668747322,74.34,42.35
Germany,Apples,Rainy Season,63.62,2020.8048668987144,13.95,10.47
France,Cotton,Rainy Season,43.04,2020.0091971732047,53.34,83.7
France,Paddy,Winter,51.66,2021.30693024577,36.45,65.13
China,Sugar Cane,Winter,88.6,2020.4010484569958,54.04,23.03
Germany,Paddy,Rainy Season,75.05,2020.0394502373813,72.62,59.23
Australia,Paddy,Rainy Season,31.66,2020.2214263645678,53.12,57.48
Africa,Cotton,Winter,40.83,2020.4016741068324,36.65,79.6
France,Sugar Cane,Winter,88.66,2021.8886965266795,58.74,79.67
China,Wheat,Rainy Season,34.6,2021.3844357762482,88.17,75.33
Africa,Apples,Fall,59.1,2020.8193412916814,46.67,55.48
Australia,Apples,Winter,14.99,2020.5610329927772,70.63,25.99
China,Apples,Summer,29.63,2020.8610618507732,86.1,43.0
United States,Apples,Winter,21.83,2021.5996832606443,16.15,74.38
United States,Cotton,Fall,84.05,2020.436286386477,82.47,57.18
Africa,Cotton,Winter,12.09,2020.4599075491108,30.76,23.68
India,Maze,Winter,46.39,2021.7446626781164,16.81,32.11
India,Paddy,Rainy Season,30.71,2021.783490323342,60.82,49.68
Africa,Wheat,Summer,67.94,2021.5867873239108,75.84,41.98
United States,Wheat,Spring,55.66,2021.856637600551,75.96,11.42
India,Cotton,Summer,64.55,2021.8814695753422,33.41,73.17
France,Plam Oil,Fall,39.54,2020.6160982453493,51.62,70.96
Australia,Cotton,Summer,43.6,2020.9446740196963,20.08,90.44
India,Maze,Winter,59.76,2020.2937089125273,75.2,46.02
Africa,Maze,Summer,55.52,2021.3480397366304,58.43,71.96
United States,Plam Oil,Summer,24.1,2021.294326334018,71.01,48.83
China,Sugar Cane,Rainy Season,17.87,2020.0444755780602,91.84,52.1
Australia,Sugar Cane,Rainy Season,81.74,2021.989173681415,55.5,16.16
Africa,Sugar Cane,Summer,67.6,2020.2724098077706,41.2,71.08
Germany,Cotton,Spring,75.47,2020.437312604308,50.25,13.19
France,Wheat,Summer,79.92,2021.561380639722,41.67,30.86
Africa,Paddy,Winter,31.48,2021.3491097538279,69.17,14.65
India,Sugar Cane,Fall,74.84,2021.4245946087733,79.37,18.82
Germany,Sugar Cane,Summer,77.94,2020.5906342595563,82.86,79.03
Germany,Cotton,Fall,89.89,2020.883095792998,40.05,31.07
India,Apples,Summer,71.96,2021.4513299925165,77.66,52.43
Australia,Wheat,Fall,29.08,2021.8654568939821,34.31,58.52
China,Paddy,Summer,25.6,2021.4034834033278,45.84,26.83
India,Maze,Fall,55.74,2021.7862338230273,33.84,49.77
Africa,Cotton,Winter,52.93,2021.8709166340907,35.17,82.94
India,Plam Oil,Rainy Season,83.68,2021.2765301467994,14.42,15.05
China,Wheat,Rainy Season,18.29,2020.6493000736364,20.67,18.96
China,Cotton,Summer,90.21,2021.179041147446,62.11,87.29
Australia,Cotton,Rainy Season,70.95,2020.5703863383828,23.52,69.46
Australia,Maze,Spring,38.55,2020.2468820790348,81.85,81.05
India,Paddy,Rainy Season,66.37,2020.1394485006965,25.66,27.97
Africa,Maze,Rainy Season,22.22,2020.0865991432083,45.21,37.98
Australia,Apples,Winter,23.53,2021.8899384670701,80.83,77.78
Germany,Sugar Cane,Fall,49.19,2020.5072553905643,92.4,64.74
France,Paddy,Spring,75.08,2020.473299474281,60.39,29.44
United States,Wheat,Spring,88.8,2021.6093233256966,80.32,48.34
Africa,Plam Oil,Summer,70.67,2021.9708606222084,17.86,45.16
Africa,Maze,Summer,87.86,2020.7103465366947,33.45,73.15
China,Paddy,Spring,54.42,2020.9836484230216,10.8,44.43
Australia,Sugar Cane,Winter,41.27,2021.1456310790925,59.45,69.56
Australia,Sugar Cane,Winter,41.05,2021.678381373918,46.96,63.64
China,Wheat,Winter,61.72,2020.0185503687287,77.26,81.52
Australia,Paddy,Fall,49.5,2021.716615114645,25.1,40.16
Australia,Plam Oil,Fall,50.89,2021.3232792194892,69.82,42.02
